,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
48,0.07574810981750488,0.0,0.7922201138519924,0.8069203870177036,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",49,0.8767772511848341,0.8102016607354685,0.7393364928909952,0.7520759193357058,0.7345971563981043,0.7924080664294187,0.8104265402843602,0.8493475682087782,0.8,0.830568720379147,0.041571009940503785,0.0,0.052290849534824775,0.033432317347093905
49,0.09596962928771972,0.0,0.825426944971537,0.8396614438391437,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",10,0.8957345971563981,0.8386714116251482,0.8815165876777251,0.8493475682087782,0.8199052132701422,0.8517200474495848,0.6919431279620853,0.8315539739027283,0.8380952380952381,0.8270142180094787,0.03188099047193337,0.0,0.07228017467588436,0.009652921631080868
50,0.08817152976989746,0.000200653076171875,0.7666034155597723,0.79031500002811,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 20}",89,0.8341232227488151,0.7580071174377224,0.8009478672985783,0.7769869513641756,0.6872037914691943,0.7829181494661922,0.7345971563981043,0.8113879003558719,0.7761904761904762,0.8222748815165877,0.020684874571572413,0.00040130615234375007,0.05132470608015734,0.023416450242849118
51,0.05000514984130859,0.006251096725463867,0.7286527514231499,0.7601839514709933,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 25}",125,0.6919431279620853,0.7034400948991696,0.7156398104265402,0.7069988137603797,0.6540284360189573,0.7236061684460261,0.7867298578199052,0.8422301304863582,0.7952380952380952,0.8246445497630331,0.022966866894870597,0.007655998685154623,0.05456258211933016,0.06045362282965555
52,0.07500782012939453,0.006250762939453125,0.8178368121442126,0.8396566651487296,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 30}",28,0.909952606635071,0.8232502965599051,0.8104265402843602,0.8149466192170819,0.8056872037914692,0.8540925266903915,0.7298578199052133,0.8588374851720048,0.8333333333333334,0.8471563981042654,0.018223801806875304,0.007655589858319898,0.057763249689903415,0.01739137286033602
53,0.11932969093322754,0.00020041465759277344,0.825426944971537,0.8349125499654247,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 35}",10,0.8862559241706162,0.8078291814946619,0.8009478672985783,0.8268090154211151,0.8388625592417062,0.8564650059311981,0.7914691943127962,0.8398576512455516,0.8095238095238095,0.8436018957345972,0.05830429511551961,0.0004008293151855469,0.03432296274408152,0.0165144980823365
54,0.01906142234802246,0.0,0.6631878557874763,0.6631877800453132,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 2}",145,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.00612514105946084,0.0,0.0006400248824124762,0.00015966447971305087
55,0.03437895774841308,0.0,0.7371916508538899,0.7497630331753554,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 5}",113,0.8009478672985783,0.734282325029656,0.7393364928909952,0.7425860023724793,0.6445497630331753,0.7568208778173191,0.7440758293838863,0.7663107947805456,0.7571428571428571,0.7488151658767772,0.0062511206080143695,0.0,0.05120147559319978,0.011096865624001903
56,0.056258344650268556,0.0,0.6584440227703985,0.6698453390902498,0.01,"(50,)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 7}",161,0.7582938388625592,0.7153024911032029,0.7582938388625592,0.7058125741399762,0.6208530805687204,0.67497034400949,0.6161137440758294,0.6512455516014235,0.5380952380952381,0.6018957345971564,0.02898118917544947,0.0,0.08671300359732412,0.04086407025021014
57,0.09006562232971191,0.0,0.7628083491461101,0.7891338201975567,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 10}",93,0.7962085308056872,0.7769869513641756,0.8151658767772512,0.7900355871886121,0.7109004739336493,0.797153024911032,0.7156398104265402,0.7805456702253856,0.7761904761904762,0.8009478672985783,0.05870373082569971,0.0,0.04233889378590338,0.009230333463616637
58,0.10575709342956544,0.0031253814697265623,0.8026565464895635,0.8133274864650621,0.01,"(50,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 15}",38,0.8293838862559242,0.8042704626334519,0.8104265402843602,0.7852906287069988,0.8104265402843602,0.8054567022538552,0.7819905213270142,0.8469750889679716,0.780952380952381,0.8246445497630331,0.018058439570232693,0.006250762939453125,0.018615377868393474,0.020929794043973264
59,0.05966496467590332,0.0,0.7732447817836812,0.7746614157292001,0.01,"(50,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 20}",77,0.8293838862559242,0.7627520759193357,0.8104265402843602,0.7734282325029656,0.7251184834123223,0.7520759193357058,0.7203791469194313,0.7829181494661922,0.780952380952381,0.8021327014218009,0.011783286769640341,0.0,0.04407568636773539,0.01718314844564237
60,0.1337977409362793,0.0012352943420410156,0.7874762808349146,0.8107186025984833,0.01,"(50,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 25}",59,0.8578199052132701,0.8185053380782918,0.8436018957345972,0.8090154211150652,0.7203791469194313,0.7876631079478055,0.7582938388625592,0.8173190984578885,0.7571428571428571,0.8210900473933649,0.09219057873628962,0.0015137786413592816,0.05363084539390088,0.012216573356786291
61,0.06670923233032226,0.00020041465759277344,0.801707779886148,0.8121353437565004,0.01,"(50,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 30}",41,0.9052132701421801,0.7829181494661922,0.8104265402843602,0.7912218268090154,0.7109004739336493,0.7722419928825622,0.7488151658767772,0.8647686832740213,0.8333333333333334,0.8495260663507109,0.026338207345488102,0.0004008293151855469,0.0676019127614879,0.03755218673298624
62,0.11434288024902343,0.0,0.8007590132827325,0.8168876108234526,0.01,"(50,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 35}",45,0.8436018957345972,0.8173190984578885,0.8246445497630331,0.8196915776986952,0.7914691943127962,0.8137603795966786,0.7345971563981043,0.8149466192170819,0.8095238095238095,0.8187203791469194,0.08341478368457697,0.0,0.03729013635461723,0.0022340311146151993
