,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0469240665435791,0.0009015083312988281,0.6631878557874763,0.6631877800453132,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",69,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.002801809122947787,0.0003736727141706302,0.0006400248824124762,0.00015966447971305087
1,0.051937007904052736,0.0008020401000976562,0.6631878557874763,0.6631877800453132,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",69,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.008575275232006421,0.0002456710204899875,0.0006400248824124762,0.00015966447971305087
2,0.15331835746765138,0.0011019229888916016,0.6631878557874763,0.6631877800453132,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",69,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.06725876416979315,0.00020078057374053532,0.0006400248824124762,0.00015966447971305087
3,0.2579330921173096,0.001503896713256836,0.6679316888045541,0.678846143034637,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",41,0.6729857819905213,0.6690391459074733,0.6635071090047393,0.6631079478054567,0.6777251184834123,0.7354685646500593,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.07762065842040916,0.00031695916483977915,0.006276102492021473,0.028400504803122024
4,0.22582430839538575,0.0017045021057128906,0.6925996204933587,0.6660347551342811,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",19,0.6635071090047393,0.6631079478054567,0.7962085308056872,0.7093712930011863,0.6729857819905213,0.6915776986951364,0.6682464454976303,0.6026097271648873,0.6619047619047619,0.6635071090047393,0.03895874486072655,0.0002458267548146318,0.05197975483916249,0.03624413566097938
5,0.29381742477416994,0.002205514907836914,0.7087286527514232,0.7085021335447201,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",5,0.7962085308056872,0.7200474495848161,0.7582938388625592,0.7283511269276394,0.6587677725118484,0.7520759193357058,0.6682464454976303,0.6785290628706999,0.6619047619047619,0.6635071090047393,0.08143406553325189,0.00024574901101596437,0.05734458318954521,0.03270745746132788
6,0.30074539184570315,0.0024061679840087892,0.6679316888045541,0.6676954906028458,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",41,0.6635071090047393,0.6631079478054567,0.6872037914691943,0.6856465005931198,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.10201492931348556,0.0004913031536785333,0.00966166407675207,0.008976836267147858
7,0.42080068588256836,0.003007841110229492,0.6650853889943074,0.6593892833650976,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",64,0.7440758293838863,0.66073546856465,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.5876777251184834,0.6358244365361803,0.6666666666666666,0.6741706161137441,0.1249826265249831,0.0003171850884402151,0.049498522179202455,0.012674848708588362
8,0.45383319854736326,0.00330810546875,0.6631878557874763,0.6631877800453132,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",69,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.152462352799897,0.0006796957583350068,0.0006400248824124762,0.00015966447971305087
9,0.03860788345336914,0.0009995460510253905,0.6631878557874763,0.6631877800453132,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",69,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6619047619047619,0.6635071090047393,0.004066163101100614,0.0005520935974985023,0.0006400248824124762,0.00015966447971305087
10,0.04733123779296875,0.0010027885437011719,0.6631878557874763,0.6629505321212326,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 5}",69,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6631079478054567,0.6635071090047393,0.6619217081850534,0.6619047619047619,0.6635071090047393,0.0061577031579909515,0.0003172608359518533,0.0006400248824124762,0.0005371397605518669
