,2,5,10,15,20,25,30,35,40
GMM,0.16560554153931054,0.10183335891370068,0.07377859281582513,0.058932077552138015,0.06016657768704906,0.0644837228055322,0.0587431472011541,0.06232204087287268,0.05876314338154446
Kmeans,0.00596212978451682,0.06750341116974673,0.049303059320685134,0.04710037616581138,0.058436841067439474,0.06308330975022541,0.06597663755898102,0.06083938089611115,0.0656192549863016
