1,7.399839532411541
2,5.036053903538506
3,4.562351511004091
4,3.4067358523793008
5,2.489662392551256
6,2.3378714507032736
7,1.5435893585281435
8,1.3753718353592557
9,1.3351111026985811
10,1.2295154956560943
11,1.049713918115219
12,0.9982838346761822
13,0.9451815847501239
14,0.9096409564298539
15,0.7880287063486664
16,0.7174800952540095
17,0.669753344610446
18,0.5956947462865997
19,0.5018798585888663
20,0.39301055741237023
21,0.39023344580379127
22,0.3269702771684369
23,0.27737891972582035
24,0.25756609799562946
25,0.22147176188697976
26,0.1818390020259353
27,0.1714545176031494
28,0.15601675882541882
29,0.1486379372257821
30,0.10774645171146646
31,0.1003731588386809
32,0.09109727351440462
33,0.069283542488146
34,0.06763482766163725
35,0.0568426088317667
36,0.04334724595385333
37,0.03107494693309226
38,0.02266713895227658
39,0.018583136634891518
40,0.01038182594910195
41,0.003565459237055696
