1,7.344776062836348
2,5.835490537329523
3,5.153961176418854
4,3.966235966587288
5,2.966345195093592
6,2.5720444193206005
7,2.4060094135782006
8,2.068673545746545
9,1.829933143826964
10,1.7895173923196768
11,1.6978461553340394
12,1.5728788868795123
13,1.3887078149450425
14,1.3593360885653971
15,1.3215253598609062
16,1.16829176446752
17,1.0836867752499055
18,0.9997786171449611
19,0.9743829305689524
20,0.9089124184577119
21,0.8227192644558202
22,0.7763101392596059
23,0.7115567531171374
24,0.6455236480610044
25,0.5952739876615533
26,0.5765017972018548
27,0.526731551620544
28,0.510636301172503
29,0.48686381297937126
30,0.45560107052785415
31,0.44285155170799223
32,0.4223008630061848
33,0.3991063025827604
34,0.3911011111763674
35,0.36094516801040083
36,0.34860305887186466
37,0.31959630000067324
38,0.29406627062002805
39,0.27692285138031075
40,0.2582730040151318
41,0.2478302860350335
42,0.24235660038291498
43,0.21758199560459004
44,0.20799592689994403
45,0.20009090171636792
46,0.18983516452770643
47,0.1761289421733801
48,0.16875235857271917
49,0.15818474106126656
50,0.1431142740412006
51,0.13321081276067526
52,0.12426370770472296
53,0.11932898442658318
54,0.11188654747493053
55,0.10250433829678872
56,0.09840876078171154
57,0.09018543006585278
58,0.08246812302637752
59,0.07635394259647453
60,0.06328961499153349
61,0.05037444015485314
62,1.9743014003177597e-31
63,3.90222010530433e-32
64,3.842669587132312e-32
