,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.15452423095703124,0.003124904632568359,0.8836950473010573,0.9506173186853996,0.1,"(50, 50)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",9,0.9038461538461539,0.95324494068388,0.8729281767955801,0.9574912891986063,0.8969359331476323,0.9603616133518776,0.8935574229691877,0.9138888888888889,0.8507042253521127,0.9680998613037448,0.044800758896896775,0.0062498092651367175,0.019364095215198922,0.018993283014002396
1,0.12479753494262695,0.0,0.8920422927100723,0.9468887599996558,0.1,"(50,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,)}",5,0.9120879120879121,0.9560362875087229,0.8950276243093923,0.972822299651568,0.9052924791086351,0.9478442280945758,0.9187675070028011,0.93125,0.828169014084507,0.926490984743412,0.03384283643543539,0.0,0.032651598599008534,0.01683911344114005
2,0.13174958229064943,0.0,0.8720089037284363,0.9329402846600052,0.1,"(25,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,)}",16,0.8901098901098901,0.939288206559665,0.861878453038674,0.935191637630662,0.83008356545961,0.9130737134909597,0.907563025210084,0.9236111111111112,0.8704225352112676,0.9535367545076283,0.028894258231731213,0.0,0.026264521187159127,0.013793428884413404
3,0.1488713264465332,0.0003957271575927734,0.857540345019477,0.9187438921338194,0.1,"(25, 25)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25)}",19,0.9038461538461539,0.9511514305652478,0.7790055248618785,0.8724738675958188,0.8272980501392758,0.8908205841446454,0.9215686274509803,0.95625,0.856338028169014,0.9230235783633842,0.037283995352212794,0.00048474235456180947,0.05171317043465904,0.03285087118626554
4,0.2382049560546875,0.0008021354675292969,0.9154145798553144,0.9830025709394903,0.1,"(100, 25, 100)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100)}",2,0.8846153846153846,0.9623168178646196,0.9033149171270718,0.98397212543554,0.9275766016713092,0.978442280945758,0.9467787114845938,0.9930555555555556,0.9154929577464789,0.9972260748959778,0.04073835438775864,0.0007502653280847209,0.02113333127932851,0.012271978043602643
5,0.15476751327514648,0.0,0.8836950473010573,0.9511745205601297,0.01,"(50, 50)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50)}",9,0.9038461538461539,0.9539427773900907,0.8729281767955801,0.9588850174216028,0.8969359331476323,0.9603616133518776,0.8935574229691877,0.9145833333333333,0.8507042253521127,0.9680998613037448,0.05012286895616326,0.0,0.019364095215198922,0.018851524201748487
6,0.1307534694671631,0.0,0.8903728436282693,0.9466102088739989,0.01,"(50,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,)}",6,0.9120879120879121,0.9567341242149338,0.8895027624309392,0.9707317073170731,0.9025069637883009,0.9478442280945758,0.9187675070028011,0.93125,0.828169014084507,0.926490984743412,0.021044901335005525,0.0,0.03239825232042158,0.016288537986425107
7,0.11686930656433106,0.0,0.8781302170283807,0.9368335154850123,0.01,"(25,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,)}",13,0.8901098901098901,0.9385903698534543,0.8646408839779005,0.9337979094076655,0.8607242339832869,0.9346314325452016,0.9047619047619048,0.9236111111111112,0.8704225352112676,0.9535367545076283,0.007095995169722973,0.0,0.016700003317491743,0.009705470437605241
8,0.15626654624938965,0.0,0.8569838619922092,0.9181845560921916,0.01,"(25, 25)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25)}",20,0.8928571428571429,0.9469644103279833,0.7817679558011049,0.8731707317073171,0.8272980501392758,0.8894297635605007,0.9243697478991597,0.9590277777777778,0.8591549295774648,0.9223300970873787,0.08089713029534518,0.0,0.049793936376697774,0.03276191922622068
9,0.2460031032562256,0.0,0.9120756816917084,0.9813411154587991,0.01,"(100, 25, 100)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100)}",3,0.8846153846153846,0.9637124912770412,0.9060773480662984,0.98397212543554,0.9303621169916435,0.980528511821975,0.9467787114845938,0.9930555555555556,0.8929577464788733,0.9854368932038835,0.07110552428972375,0.0,0.023200259410717464,0.009719613478195263
10,0.12813868522644042,0.0,0.8836950473010573,0.9508962588489414,0.001,"(50, 50)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50)}",9,0.9038461538461539,0.9539427773900907,0.8729281767955801,0.9581881533101045,0.8969359331476323,0.9603616133518776,0.8935574229691877,0.9138888888888889,0.8507042253521127,0.9680998613037448,0.01822452967985967,0.0,0.019364095215198922,0.019065966037437918
11,0.15865883827209473,0.0,0.8903728436282693,0.9466102088739989,0.001,"(50,)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,)}",6,0.9120879120879121,0.9567341242149338,0.8895027624309392,0.9707317073170731,0.9025069637883009,0.9478442280945758,0.9187675070028011,0.93125,0.828169014084507,0.926490984743412,0.06175680339455957,0.0,0.03239825232042158,0.016288537986425107
