,2,5,10,15,20,25,30,35,40
GMM,0.018053200499090566,0.37707804836226444,0.6740442120805344,0.668972994088971,0.6360534470157914,0.6363928624233954,0.6175410795655769,0.5950251220697662,0.5642771705967355
Kmeans,0.17916802667661144,0.4143194339093644,0.6001858560537772,0.6593769933357019,0.665724238793277,0.6449903662161867,0.6068425669610913,0.5730047818456362,0.5687268838182373
