,2,5,10,15,20,25,30,35,40
GMM,0.6631878557874763,0.6631878557874763,0.6821631878557874,0.7599620493358634,0.7637571157495257,0.786527514231499,0.7988614800759013,0.7941176470588235,0.8102466793168881
Kmeans,0.6631878557874763,0.7428842504743833,0.7352941176470589,0.7504743833017078,0.7647058823529411,0.7817836812144212,0.7732447817836812,0.7817836812144212,0.7732447817836812
