0,0.10306774880935805
1,0.0760899475374956
2,0.06540582148156972
3,0.06376928244202631
4,0.062063759943730805
5,0.03899528271884168
6,0.03275880421265175
7,0.03256124897239295
8,0.03179174785141052
9,0.03178580950160022
10,0.03059180057078522
11,0.03032646092582978
12,0.0280287317061291
13,0.027383105121672524
14,0.02626270427548925
15,0.025921762209882498
16,0.02478898480843311
17,0.02438742204348681
18,0.022785076734940662
19,0.021468191344836
20,0.021402538120813247
21,0.020339384473562667
22,0.019136431853356367
23,0.018654300552750802
24,0.018557748654222272
25,0.01816436916099086
26,0.017271060614902144
27,0.017014836641145108
28,0.010476776805965095
29,0.00885074261743811
30,0.007876010770038102
31,0.006754975698369771
32,0.005351709121062179
33,0.004735795348208537
34,0.0020893371199489892
35,0.0012225776817703085
36,0.000708842345392778
37,0.0003464539185676288
38,0.0003100436583392055
39,0.000285737038925089
40,0.00021663459166816154
