,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.10989289283752442,0.0014035701751708984,0.11296605453533667,0.12259517904480666,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",153,0.1043956043956044,0.11793440334961619,0.16298342541436464,0.16794425087108014,0.10027855153203342,0.10987482614742698,0.09803921568627451,0.11736111111111111,0.09859154929577464,0.09986130374479889,0.049546701945808035,0.0002006295388888644,0.025220790477401504,0.023597851922198803
1,0.26558594703674315,0.0020417690277099608,0.22092376182526433,0.2440864836140058,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",109,0.16758241758241757,0.2030704815073273,0.26795580110497236,0.3121951219512195,0.3147632311977716,0.34840055632823363,0.226890756302521,0.22847222222222222,0.1267605633802817,0.12829403606102635,0.11108719702845575,0.0007674980528558043,0.06737848343142341,0.07855472090245638
2,0.5818335533142089,0.003911447525024414,0.39788536449638284,0.4657504685877004,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",90,0.24725274725274726,0.2721563154221912,0.505524861878453,0.6536585365853659,0.6100278551532033,0.7051460361613352,0.10084033613445378,0.1076388888888889,0.5267605633802817,0.5901525658807212,0.14141159083615093,0.0033289172686516164,0.1916543957163042,0.23401630766152565
3,0.612050199508667,0.00802145004272461,0.6010016694490818,0.645563997425985,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",46,0.5,0.5826936496859735,0.6022099447513812,0.6348432055749129,0.48467966573816157,0.5897079276773296,0.7927170868347339,0.7347222222222223,0.6281690140845071,0.6858529819694869,0.12610601302352561,0.0061559234369341935,0.11053281315886362,0.05789630014948028
4,0.5299118041992188,0.004110527038574219,0.6855870895937674,0.7121585656277124,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",17,0.7197802197802198,0.7090020935101187,0.643646408839779,0.7393728222996516,0.6128133704735376,0.6933240611961057,0.7086834733893558,0.6666666666666666,0.7436619718309859,0.7524271844660194,0.07717756439976138,0.0004913522539974775,0.04920829687876355,0.030972220371960422
5,0.7547744750976563,0.005362224578857422,0.6844741235392321,0.7280185720839235,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",20,0.7060439560439561,0.6936496859734822,0.6270718232044199,0.7456445993031359,0.7019498607242339,0.778164116828929,0.7254901960784313,0.7194444444444444,0.6619718309859155,0.7031900138696255,0.19709699165271166,0.001046272713243095,0.03540161962688557,0.03064782469787086
6,0.5967687606811524,0.0052144527435302734,0.7195325542570952,0.7636618148659611,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",2,0.8324175824175825,0.7376133984647593,0.7099447513812155,0.8209059233449477,0.6128133704735376,0.778164116828929,0.8151260504201681,0.7520833333333333,0.6253521126760564,0.7295423023578363,0.08574903025733234,0.0007514826687597788,0.0918841517153737,0.033057305041950945
7,0.4954831600189209,0.005915975570678711,0.6510851419031719,0.7696216511747117,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",35,0.6153846153846154,0.7397069085833915,0.6823204419889503,0.7923344947735191,0.5710306406685237,0.8122392211404729,0.803921568627451,0.7597222222222222,0.5830985915492958,0.7441054091539528,0.09557809213040712,0.0005846806554647293,0.08537412175093294,0.028199644178190302
8,0.48857603073120115,0.007620334625244141,0.5809682804674458,0.7997032172678679,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",54,0.5906593406593407,0.7815771109560363,0.6104972375690608,0.8466898954703833,0.5933147632311978,0.8511821974965229,0.6050420168067226,0.7472222222222222,0.504225352112676,0.7718446601941747,0.060449627475892165,0.001070899739848195,0.038778089344752166,0.04175342646328829
9,0.07187900543212891,0.0011029720306396484,0.1018363939899833,0.10183626058684452,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",165,0.10164835164835165,0.10188415910676901,0.10220994475138122,0.10174216027874565,0.10306406685236769,0.10152990264255911,0.10084033613445378,0.10208333333333333,0.10140845070422536,0.10194174757281553,0.04401451697927997,0.00020036697387695312,0.0007547535698188662,0.00018824280729356718
