,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
176,0.22189617156982422,0.0,0.10072342793544797,0.10072350073546613,0.001,"(25, 25)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 35}",186,0.10164835164835165,0.10048848569434753,0.09944751381215469,0.10104529616724739,0.10027855153203342,0.10083449235048679,0.10084033613445378,0.10069444444444445,0.10140845070422536,0.10055478502080444,0.03750475258039306,0.0,0.0007976151347958124,0.00020020627787055212
177,0.25663046836853026,0.0031255245208740234,0.1018363939899833,0.10183626058684452,0.001,"(25, 25)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 40}",149,0.10164835164835165,0.10188415910676901,0.10220994475138122,0.10174216027874565,0.10306406685236769,0.10152990264255911,0.10084033613445378,0.10208333333333333,0.10140845070422536,0.10194174757281553,0.09387472523817156,0.006251049041748047,0.0007547535698188662,0.00018824280729356718
178,0.2844052314758301,0.0,0.1001669449081803,0.10002789336941983,0.001,"(25, 25)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 45}",210,0.0989010989010989,0.09979064898813678,0.09944751381215469,0.10034843205574913,0.10027855153203342,0.10013908205841446,0.10084033613445378,0.1,0.10140845070422536,0.09986130374479889,0.05711784097525602,0.0,0.0009087944616811882,0.00019996150306165079
179,0.2625279903411865,0.0,0.09682804674457429,0.09682812013563179,0.001,"(25, 25)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 50}",249,0.09615384615384616,0.09699930216329379,0.09668508287292818,0.09686411149825784,0.09749303621169916,0.09666203059805285,0.09803921568627451,0.09652777777777778,0.09577464788732394,0.0970873786407767,0.03336916097302382,0.0,0.0008337707185835549,0.00020765591909821212
180,0.45662827491760255,0.006250905990600586,0.1018363939899833,0.10183626058684452,0.001,"(25, 25)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 55}",149,0.10164835164835165,0.10188415910676901,0.10220994475138122,0.10174216027874565,0.10306406685236769,0.10152990264255911,0.10084033613445378,0.10208333333333333,0.10140845070422536,0.10194174757281553,0.14877236328492532,0.0076557650628201745,0.0007547535698188662,0.00018824280729356718
181,0.5313068389892578,0.0,0.19643850862548692,0.1988319338864538,0.001,"(25, 25)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 60}",76,0.10989010989010989,0.1346824842986741,0.5138121546961326,0.5198606271777003,0.13649025069637882,0.12378303198887343,0.11764705882352941,0.11597222222222223,0.10140845070422536,0.09986130374479889,0.20565576249088247,0.0,0.15982352295199687,0.1609147780177127
182,0.07188324928283692,0.0031253814697265623,0.1196438508625487,0.11988793901934983,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 2}",130,0.0989010989010989,0.09979064898813678,0.09944751381215469,0.09825783972125436,0.10027855153203342,0.10152990264255911,0.20168067226890757,0.2,0.09859154929577464,0.09986130374479889,0.018751319261630456,0.006250762939453125,0.04085114614548792,0.0400694102697882
183,0.1406400203704834,0.0,0.20979410127991097,0.20688191887107493,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 5}",71,0.41483516483516486,0.427076064200977,0.09944751381215469,0.09965156794425087,0.17548746518105848,0.18011126564673158,0.17647058823529413,0.17847222222222223,0.18028169014084508,0.14909847434119278,0.05846970495612257,0.0,0.1076878714207013,0.1138828476961581
184,0.2753580570220947,0.006250572204589844,0.15748469671675014,0.16133560319851373,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 10}",105,0.10714285714285714,0.1137473831123517,0.09944751381215469,0.10104529616724739,0.22841225626740946,0.2579972183588317,0.25210084033613445,0.23333333333333334,0.10140845070422536,0.10055478502080444,0.09044680148826052,0.007655356250834229,0.0677982605352712,0.06945647365251542
185,0.42817120552062987,0.0,0.26655537006121316,0.2618967970712974,0.001,"(100, 25, 100)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 15}",62,0.6675824175824175,0.6678297278436846,0.09944751381215469,0.10034843205574913,0.3565459610027855,0.34005563282336576,0.10084033613445378,0.10138888888888889,0.10140845070422536,0.09986130374479889,0.07030252848867881,0.0,0.22508448305090026,0.22316205404030026
186,0.36566481590270994,0.0031253814697265623,0.16972732331663884,0.17133963253356654,0.001,"(100, 25, 100)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 20}",100,0.16483516483516483,0.16329378925331473,0.09944751381215469,0.10034843205574913,0.10027855153203342,0.10013908205841446,0.38375350140056025,0.39305555555555555,0.10140845070422536,0.09986130374479889,0.12870945637723089,0.006250762939453125,0.10947933778765429,0.11352630226979511
187,0.44564251899719237,0.003125,0.30662214802448523,0.3391790175055996,0.001,"(100, 25, 100)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 25}",58,0.3241758241758242,0.33007676203768316,0.06906077348066299,0.14006968641114984,0.5097493036211699,0.566759388038943,0.10644257703081232,0.13125,0.5267605633802817,0.5277392510402219,0.2576228425219762,0.006250000000000001,0.19289498336609873,0.18455873852356683
188,0.6508819103240967,0.0,0.46466332776850305,0.5438836546224297,0.001,"(100, 25, 100)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 30}",35,0.10164835164835165,0.10118632240055828,0.643646408839779,0.8390243902439024,0.32590529247910865,0.36439499304589706,0.6218487394957983,0.5798611111111112,0.6366197183098592,0.8349514563106796,0.23136445544106513,0.0,0.21850165041814384,0.2833090199655163
189,0.5813103675842285,0.0,0.46466332776850305,0.5003845162189141,0.001,"(100, 25, 100)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 35}",35,0.10164835164835165,0.10188415910676901,0.8259668508287292,0.9163763066202091,0.7465181058495822,0.8386648122392212,0.5462184873949579,0.5430555555555555,0.10140845070422536,0.10194174757281553,0.23500525830444638,0.0,0.31024194012395084,0.3483856255530088
190,0.5857909679412842,0.0031253337860107423,0.47356705620478573,0.517881201018303,0.001,"(100, 25, 100)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 40}",33,0.7994505494505495,0.8262386601535241,0.09944751381215469,0.09965156794425087,0.1392757660167131,0.15507649513212796,0.5154061624649859,0.5847222222222223,0.8169014084507042,0.9237170596393898,0.27855362902426434,0.0062506675720214845,0.30930171250940924,0.33787514541825575
191,0.5481040477752686,0.0031212329864501952,0.39677239844184753,0.46440656104790773,0.001,"(100, 25, 100)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 45}",45,0.5302197802197802,0.6371249127704117,0.4447513812154696,0.5554006968641115,0.15041782729805014,0.1376912378303199,0.09803921568627451,0.09930555555555555,0.7605633802816901,0.8925104022191401,0.18002195743390292,0.0062424659729003905,0.24509060227031376,0.3037848275463867
192,0.6797993659973145,0.000200653076171875,0.5681691708402894,0.6078319515883419,0.001,"(100, 25, 100)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 50}",14,0.1620879120879121,0.16678297278436846,0.8121546961325967,0.9386759581881533,0.8161559888579387,0.8866481223922114,0.8879551820728291,0.925,0.16338028169014085,0.12205270457697642,0.2515313012252125,0.00040130615234375,0.3322136155965256,0.37902439585571945
193,0.8723836421966553,0.0,0.5063995548135782,0.563344944364944,0.001,"(100, 25, 100)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 55}",28,0.7582417582417582,0.8325191905094208,0.10220994475138122,0.10662020905923345,0.7270194986072424,0.7962447844228094,0.11764705882352941,0.14652777777777778,0.828169014084507,0.9348127600554785,0.3226880279268992,0.0,0.325513039775748,0.35972753094033505
194,0.7193693161010742,0.0,0.39232053422370616,0.4338734611100227,0.001,"(100, 25, 100)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 60}",47,0.8598901098901099,0.9190509420795534,0.1712707182320442,0.17560975609756097,0.31754874651810583,0.347009735744089,0.15406162464985995,0.16944444444444445,0.4535211267605634,0.558252427184466,0.19030033716735356,0.0,0.2593485912830847,0.28108200518981064
195,0.05625619888305664,0.0,0.17696160267111852,0.17558902912568658,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 2}",93,0.18956043956043955,0.17585484996510817,0.20441988950276244,0.2034843205574913,0.1532033426183844,0.16689847009735745,0.17086834733893558,0.16111111111111112,0.16619718309859155,0.17059639389736478,0.01875202658179402,0.0,0.01808499284029396,0.014753171032484576
196,0.09688482284545899,0.0,0.13689482470784642,0.1248914592423703,0.0001,"(50, 50)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 5}",110,0.14835164835164835,0.12281926029309141,0.10220994475138122,0.10104529616724739,0.10027855153203342,0.10152990264255911,0.14285714285714285,0.12430555555555556,0.19154929577464788,0.17475728155339806,0.03337068837334304,0.0,0.033674307872417965,0.026853824109583153
197,0.2937812805175781,0.0,0.18030050083472454,0.17265887387660056,0.0001,"(50, 50)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",87,0.20054945054945056,0.18771807397069085,0.39502762430939226,0.3672473867595819,0.10027855153203342,0.10152990264255911,0.10084033613445378,0.10208333333333333,0.10140845070422536,0.10471567267683772,0.07680939787242168,0.0,0.11460581125747175,0.10271123104562904
